	AS MFQ AQ	AS MFQ LUM	AS MFQ PQP	AS MFQ PYR	AS PYR AQ	AS PYR LUM	AS PYR MFQ	AS PYR PQP	ATM LUM AQ	ATM LUM MFQ	ATM LUM PQP	ATM LUM PYR	DHA PQP AQ	DHA PQP LUM	DHA PQP MFQ	DHA PQP PYR
967_1_7	240.5915	162.5643	292.7277	526.3047	145.591	55.55952	727.1423	50.16927	144.8299	804.9763	70.90353	1349.757	465.7179	88.5032	492.4831	449.1866
967_1_8	-23.8911	52.76783	131.4213	44.37425	-5.83758	11.91502	179.2575	-2.60507	20.44454	175.9275	-16.242	-5.42771	-15.5117	-60.047	139.5384	-57.784
967_1_9	-73.3918	-72.0856	390.3079	-12.2277	-35.1178	-29.1188	25.51127	-29.8519	-1.84453	29.65263	-33.3536	-59.4367	-35.3022	-66.2717	13.77002	-79.4902
967_1_10	-83.8215	-61.0843	402.4948	-32.314	-42.8154	-29.3305	0.606076	-40.9174	13.23238	-6.29043	-38.9414	-59.4968	-38.3141	-50.1952	-44.3172	-70.9068
967_1_11	-84.6626	-17.5785	204.1778	-48.7096	-58.0978	-23.8789	-19.8174	5.395895	-19.6309	-10.5111	-27.9914	-65.2144	-68.2568	-36.0673	-45.637	-71.7955
967_2__1	3303.149	3484.853	4262.9	3860.339	5258.364	3957.298	4226.866	4268.031	3039.3	3575.354	3937.889	3742.575	2221.349	2487.581	2359.662	2412.029
967_2__2	3336.066	3209.455	3990.406	3595.91	5036.101	3603.438	4043.136	4057.099	2858.189	3453.814	3841.882	3632.607	2171.374	2335.65	2335.451	2349.713
967_2__3	3413.239	2686.872	3717.042	3434.702	4932.375	3015.795	3836.422	3867.873	2842.053	3354.668	3788.253	3654.142	2159.234	2142.29	2273.794	2263.312
967_2__4	3506.087	2031.0398	3637.725	3280.455	4837.716	2212.6146	3500.528	3404.175	2941.062	3251.366	3585.645	3687.327	2175.194	1829.9383	2215.31	2225.603
967_2__5	3374.58	1404.5278	2947.4	2885.63	4055.744	1212.5161	2855.777	2275.3136	2465.278	2882.672	2353.1705	3496.417	2109.866	1137.4174	1914.4656	2047.5765
967_2__6	1837.0775	714.4123	1376.9797	1840.2437	1851.869	408.41402	1974.0663	776.67087	1156.9229	2114.8603	729.55903	3037.733	1479.7109	445.0543	1320.3557	1387.8291
967_2__7	216.7004	215.33213	424.149	570.67895	139.75342	67.47454	906.3998	47.5642	165.27444	980.9038	54.66153	1344.32929	450.2062	28.4562	632.0215	391.4026
967_2__8	-97.2829	-19.31777	521.7292	32.14655	-40.95538	-17.20378	204.76877	-32.45697	18.60001	205.58013	-49.5956	-64.86441	-50.8139	-126.3187	153.30842	-137.2742
967_2__9	-157.2133	-133.1699	792.8027	-44.5417	-77.9332	-58.4493	26.117346	-70.7693	11.38785	23.3622	-72.295	-118.9335	-73.6163	-116.4669	-30.54718	-150.397
967_2__10	-168.4841	-78.6628	606.6726	-81.0236	-100.9132	-53.2094	-19.211324	-35.521505	-6.39852	-16.80153	-66.9328	-124.7112	-106.5709	-86.2625	-89.9542	-142.7023
967_3_1	4988.395	4993.365	6205.365	5586.277	7702.489	5620.14	6171.613	6280.541	4393.476	5251.444	5835.012	5517.831	3301.262	3580.799	3504.739	3558.672
967_3_2	5064.059	4387.815	5764.983	5304.674	7524.351	4956.391	5934.811	5912.462	4346.066	5132.392	5733.012	5511.493	3250.695	3384.722	3464.168	3466.382
967_3_3	5191.333	3539.5518	5580.19	5006.393	7281.841	3875.4566	5445.275	5416.685	4295.238	4927.456	5482.768	5462.583	3255.107	2923.1563	3360.387	3372.246
967_3_4	5102.573	2582.8878	4721.977	4594.394	6543.994	2565.4691	4747.452	4130.6766	3953.155	4561.25	4244.3005	5375.303	3189.187	2186.4894	3043.1826	3164.2455
967_3_5	3615.1715	1567.0921	3240.1277	3411.9347	4201.335	1268.07562	3582.9193	2325.48287	2610.1079	3687.6483	2424.07403	4846.174	2575.5839	1225.9206	2406.9487	2496.7631
967_3_6	1813.1864	767.18013	1508.401	1884.61795	1846.03142	420.32904	2153.3238	774.0658	1177.36744	2290.7878	713.31703	3032.30529	1464.1992	385.0073	1459.8941	1330.0451
967_3_7	143.3086	143.24653	814.4569	558.45125	104.63562	38.35574	931.91107	17.7123	163.42991	1010.55643	21.30793	1284.89259	414.904	-37.8155	645.79152	311.9124
967_3_8	-181.1044	-80.40207	924.224	-0.16745	-83.77078	-46.53428	205.374846	-73.37437	31.83239	199.2897	-88.537	-124.36121	-89.128	-176.5139	108.99122	-208.181
967_3_9	-241.8759	-150.7484	996.9805	-93.2513	-136.031	-82.3282	6.299946	-65.373405	-8.24305	12.8511	-100.2864	-184.1479	-141.8731	-152.5342	-76.18418	-222.1925
967_4_1	6716.388	6171.725	7979.942	7295.041	10190.739	6973.093	8063.288	8135.904	5881.353	6930.022	7726.142	7396.717	4380.583	4629.871	4633.456	4675.341
967_4_2	6842.153	5240.4948	7628.131	6876.365	9873.817	5816.0526	7543.664	7461.274	5799.251	6705.18	7427.527	7319.934	4346.568	4165.5883	4550.761	4575.316
967_4_3	6787.819	4091.3998	6664.442	6320.332	8988.119	4228.3111	6692.199	6143.1866	5307.331	6237.34	6141.4235	7150.559	4269.1	3279.7074	4188.2596	4310.8885
967_4_4	5343.1645	2745.4521	5014.7047	5120.6987	6689.585	2621.02862	5474.5943	4180.84587	4097.9849	5366.2263	4315.20403	6725.06	3654.9049	2274.9926	3535.6657	3613.4321
967_4_5	3591.2804	1619.85993	3371.549	3456.30895	4195.49742	1279.99064	3762.1768	2322.8778	2630.55244	3863.5758	2407.83203	4840.74629	2560.0722	1165.8736	2546.4871	2438.9791
967_4_6	1739.7946	695.09453	1898.7089	1872.39025	1810.91362	391.21024	2178.83507	744.2139	1175.52291	2320.44043	679.96343	2972.86859	1428.897	318.7356	1473.66412	1250.5549
967_4_7	59.4871	82.16223	1216.9517	526.13725	61.82022	9.02524	932.517146	-23.2051	176.66229	1004.266	-17.63347	1225.39579	376.5899	-88.0107	601.47432	241.0056
967_4_8	-265.767	-97.98057	1128.4018	-48.87705	-141.86858	-70.41318	185.557446	-67.978475	12.20149	188.7786	-116.5284	-189.57561	-157.3848	-212.5812	63.35422	-279.9765
967_5_1	8494.482	7024.4048	9843.09	8866.732	12540.205	7832.7546	9672.141	9684.716	7334.538	8502.81	9420.657	9205.158	5476.456	5410.7373	5720.049	5784.275
967_5_2	8438.639	5792.3428	8712.383	8190.304	11580.095	6168.9071	8790.588	8187.7756	6811.344	8015.064	8086.1825	9007.91	5360.561	4522.1394	5378.6336	5513.9585
967_5_3	7028.4105	4253.9641	6957.1697	6846.6367	9133.71	4283.87062	7419.3413	6193.35587	5452.1609	7042.3163	6212.32703	8500.316	4734.8179	3368.2106	4680.7427	4760.0751
967_5_4	5319.2734	2798.21993	5146.126	5165.07295	6683.74742	2632.94364	5653.8518	4178.2408	4118.42944	5542.1538	4298.96203	6719.63229	3639.3932	2214.9456	3675.2041	3555.6481
967_5_5	3517.8886	1547.77433	3761.8569	3444.08125	4160.37962	1250.87184	3787.68807	2293.0259	2628.70791	3893.22843	2374.47843	4781.30959	2524.77	1099.6019	2560.25712	2359.4889
967_5_6	1655.9731	634.01023	2301.2037	1840.07625	1768.09822	361.87974	2179.441146	703.2965	1188.75529	2314.15	641.02203	2913.37179	1390.5829	268.5404	1429.34692	1179.6481
967_5_7	-25.1755	64.58373	1421.1295	477.42765	3.72242	-14.85366	912.699746	-17.809205	157.03139	993.7549	-45.62487	1160.18139	308.3331	-124.078	555.83732	169.2101
967_6_1	10090.968	7576.2528	10927.342	10180.671	14246.483	8185.6091	10919.065	10411.2176	8346.631	9812.694	10079.3125	10893.134	6490.449	5767.2884	6547.9216	6722.9175
967_6_2	8679.2305	5954.9071	9005.1107	8716.6087	11725.686	6224.46662	9517.7303	8237.94487	6956.1739	8820.0403	8157.08603	10357.667	5826.2789	4610.6426	5871.1167	5963.1451
967_6_3	7004.5194	4306.73193	7088.591	6891.01095	9127.87242	4295.78564	7598.5988	6190.7508	5472.60544	7218.2438	6196.08503	8494.88829	4719.3062	3308.1636	4820.2811	4702.2911
967_6_4	5245.8816	2726.13433	5536.4339	5152.84525	6648.62962	2603.82484	5679.36307	4148.3889	4116.58491	5571.80643	4265.60843	6660.19559	3604.091	2148.6739	3688.97412	3476.1579
967_6_5	3434.0671	1486.69003	4164.3517	3411.76725	4117.56422	1221.54134	3788.294146	2252.1085	2641.94029	3886.938	2335.53703	4721.81279	2486.4559	1049.4067	2515.93992	2288.5821
967_6_6	1571.3105	616.43173	2505.3815	1791.36665	1710.00042	338.00084	2159.623746	708.692395	1169.12439	2303.6389	613.03063	2848.15739	1322.3261	232.4731	1383.70992	1107.8526
967_7_1	10331.5595	7738.8171	11220.0697	10706.9757	14392.074	8241.16862	11646.2073	10461.38687	8491.4609	10617.6703	10150.21603	12242.891	6956.1669	5855.7916	7040.4047	7172.1041
967_7_2	8655.3394	6007.67493	9136.532	8760.98295	11719.84842	6236.38164	9696.9878	8235.3398	6976.61844	8995.9678	8140.84403	10352.23929	5810.7672	4550.5956	6010.6551	5905.3611
967_7_3	6931.1276	4234.64633	7478.8989	6878.78325	9092.75462	4266.66684	7624.11007	6160.8989	5470.76091	7247.89643	6162.73143	8435.45159	4684.004	3241.8919	4834.05112	4622.8009
967_7_4	5162.0601	2665.05003	5938.9287	5120.53125	6605.81422	2574.49434	5679.969146	4107.4715	4129.81729	5565.516	4226.66703	6600.69879	3565.7769	2098.4787	3644.65692	3405.2511
967_7_5	3349.4045	1469.11153	4368.5295	3363.05765	4059.46642	1197.66244	3768.476746	2257.504395	2622.30939	3876.4269	2307.54563	4656.59839	2418.1991	1013.3394	2470.30292	2216.7866
967_8_1	10307.6684	7791.58493	11351.491	10751.34995	14386.23642	8253.08364	11825.4648	10458.7818	8511.90544	10793.5978	10133.97403	12237.46329	6940.6552	5795.7446	7179.9431	7114.3201
967_8_2	8581.9476	5935.58933	9526.8399	8748.75525	11684.73062	6207.26284	9722.49907	8205.4879	6974.77391	9025.62043	8107.49043	10292.80259	5775.465	4484.3239	6024.42512	5825.8709
967_8_3	6847.3061	4173.56203	7881.3937	6846.46925	9049.93922	4237.33634	7624.716146	6119.9815	5483.99329	7241.606	6123.79003	8375.95479	4645.6899	3191.6967	4789.73392	4551.8941
967_8_4	5077.3975	2647.47153	6143.1065	5071.82165	6547.71642	2550.61544	5660.151746	4112.867395	4110.18639	5555.0049	4198.67563	6535.48439	3497.5201	2062.4114	3599.01992	3333.4556
967_9_1	10234.2766	7719.49933	11741.7989	10739.12225	14351.11862	8223.96484	11850.97607	10428.9299	8510.06091	10823.25043	10100.62043	12178.02659	6905.353	5729.4729	7193.71312	7034.8299
967_9_2	8498.1261	5874.50503	9929.3347	8716.44125	11641.91522	6177.93234	9723.105146	8164.5705	6988.00629	9019.33	8068.54903	10233.30579	5737.1509	4434.1287	5980.10792	5754.9641
967_9_3	6762.6435	4155.98353	8085.5715	6797.75965	8991.84142	4213.45744	7604.898746	6125.377395	5464.36239	7231.0949	6095.79863	8310.74039	4577.4331	3155.6294	4744.09692	4480.0986
967_10_1	10150.4551	7658.41503	12144.2937	10706.80825	14308.30322	8194.63434	11851.58215	10388.0125	8523.29329	10816.96	10061.67903	12118.52979	6867.0389	5679.2777	7149.39592	6963.9231
967_10_2	8413.4635	5856.92653	10133.5125	8667.73165	11583.81742	6154.05344	9703.287746	8169.966395	6968.37539	9008.8189	8040.55763	10168.09139	5668.8941	4398.0614	5934.47092	5683.1686
967_11_1	10065.7925	7640.83653	12348.4715	10658.09865	14250.20542	8170.75544	11831.76475	10393.4084	8503.66239	10806.4489	10033.68763	12053.31539	6798.7821	5643.2104	7103.75892	6892.1276
967_580Y_1_1	1456.767	1306.279	1842.306	1644.172	2717.495	1863.115	1857.245	1934.167	1814.937	1765.98	1891.545	1816.812	840.3141	1019.144	983.9389	927.8081
967_580Y_1_2	1473.343	1313.121	2361.612	1559.144	2588.734	1774.633	1733.687	1873.027	1736.819	1748.716	1827.266	1832.67	806.2165	1045.151	982.4265	939.8881
967_580Y_1_3	1431.192	1109.957	1390.612	1460.198	2355.949	1439.055	1597.208	1814.776	1694.156	1690.485	1782.13	1717.57	786.6272	952.2509	936.827	897.7654
967_580Y_1_4	1550.092	819.832	1404.075	1376.31	2560.257	1141.09	1485.627	1734.913	1817.258	1690.891	1727.464	1863.731	843.4753	823.4646	973.035	882.5308
967_580Y_1_5	1616.271	617.3089	1245.465	1334.714	2385.749	756.1857	1206.767	1269.195	1657.82	1589.667	1455.518	1870.633	711.1904	656.165	983.5092	832.9098
967_580Y_1_6	1407.8	293.8907	620.4237	1031.514	1656.944	363.1793	803.4478	447.9763	879.6406	1237.981	466.8569	1685.972	609.0313	380.5103	676.0214	631.0481
967_580Y_1_7	138.4626	186.5872	197.1246	361.1661	121.6228	177.1279	406.0966	45.59257	176.0243	661.2396	56.78232	1391.433	265.9654	120.5816	409.8404	126.9004
967_580Y_1_8	-25.7204	68.93017	154.4703	92.88395	-14.789	136.1366	106.3504	-28.2572	122.633	152.1961	-20.7192	-21.2128	-3.56382	-57.1832	181.6973	-46.8703
967_580Y_1_9	-66.6313	58.55346	197.4184	49.19647	6.726271	70.72512	-19.8908	-50.0238	56.35013	31.8058	-34.8443	-46.8836	-72.5443	-66.1127	119.8642	-50.6471
967_580Y_1_10	-76.998	-16.7409	203.976	107.9486	-10.4334	78.98044	-33.8966	-61.3709	82.95673	5.182616	-39.5505	-40.785	-85.7382	-52.3233	60.88201	-44.1532
967_580Y_1_11	-71.9977	14.34941	86.3304	91.3067	-60.4132	63.6056	-38.9322	-62.3228	66.98153	-13.2296	-39.8893	-47.1653	-71.7129	-43.3543	-4.57034	-36.2358
967_580Y_2__1	2930.11	2619.4	4203.918	3203.316	5306.229	3637.748	3590.932	3807.194	3551.756	3514.696	3718.811	3649.482	1646.5306	2064.295	1966.3654	1867.6962
967_580Y_2__2	2904.535	2423.078	3752.224	3019.342	4944.683	3213.688	3330.895	3687.803	3430.975	3439.201	3609.396	3550.24	1592.8437	1997.4019	1919.2535	1837.6535
967_580Y_2__3	2981.284	1929.789	2794.687	2836.508	4916.206	2580.145	3082.835	3549.689	3511.414	3381.376	3509.594	3581.301	1630.1025	1775.7155	1909.862	1780.2962
967_580Y_2__4	3166.363	1437.1409	2649.54	2711.024	4946.006	1897.2757	2692.394	3004.108	3475.078	3280.558	3182.982	3734.364	1554.6657	1479.6296	1956.5442	1715.4406
967_580Y_2__5	3024.071	911.1996	1865.8887	2366.228	4042.693	1119.365	2010.2148	1717.1713	2537.4606	2827.648	1922.3749	3556.605	1320.2217	1036.6753	1659.5306	1463.9579
967_580Y_2__6	1546.2626	480.4779	817.5483	1392.6801	1778.5668	540.3072	1209.5444	493.56887	1055.6649	1899.2206	523.63922	3077.405	874.9967	501.0919	1085.8618	757.9485
967_580Y_2__7	112.7422	255.51737	351.5949	454.05005	106.8338	313.2645	512.447	17.33537	298.6573	813.4357	36.06312	1370.2202	262.40158	63.3984	591.5377	80.0301
967_580Y_2__8	-92.3517	127.48363	351.8887	142.08042	-8.062729	206.86172	86.4596	-78.281	178.98313	184.0019	-55.5635	-68.0964	-76.10812	-123.2959	301.5615	-97.5174
967_580Y_2__9	-143.6293	41.81256	401.3944	157.14507	-3.707129	149.70556	-53.7874	-111.3947	139.30686	36.988416	-74.3948	-87.6686	-158.2825	-118.436	180.74621	-94.8003
967_580Y_2__10	-148.9957	-2.39149	290.3064	199.2553	-70.8466	142.58604	-72.8288	-123.6937	149.93826	-8.046984	-79.4398	-87.9503	-157.4511	-95.6776	56.31167	-80.389
967_580Y_3_1	4361.302	3729.357	5594.53	4663.514	7662.178	5076.803	5188.14	5621.97	5245.912	5205.181	5500.941	5367.052	2433.1578	3016.5459	2903.1924	2765.4616
967_580Y_3_2	4454.627	3242.91	5156.299	4395.652	7504.94	4354.778	4816.522	5422.716	5248.233	5130.092	5336.86	5413.971	2436.319	2820.8665	2892.2885	2720.1843
967_580Y_3_3	4597.555	2547.0979	4040.152	4171.222	7301.955	3336.3307	4289.602	4818.884	5169.234	4971.043	4965.112	5451.934	2341.2929	2431.8805	2893.3712	2613.206
967_580Y_3_4	4574.163	1731.0316	3269.9637	3742.538	6602.95	2260.455	3495.8418	3452.0843	4354.7186	4518.539	3649.8389	5420.336	2163.697	1860.1399	2632.5656	2346.4887
967_580Y_3_5	3162.5336	1097.7868	2063.0133	2727.3941	4164.3158	1296.4929	2416.3114	1762.76387	2713.4849	3488.8876	1979.15722	4948.038	1586.1871	1157.2569	2069.371	1590.8583
967_580Y_3_6	1520.5422	549.40807	972.0186	1485.56405	1763.7778	676.4438	1315.8948	465.31167	1178.2979	2051.4167	502.92002	3056.1922	871.43288	443.9087	1267.5591	711.0782
967_580Y_3_7	46.1109	314.07083	549.0133	503.24652	113.560071	383.98962	492.5562	-32.68843	355.00743	845.2415	1.21882	1323.3366	189.85728	-2.7143	711.4019	29.383
967_580Y_3_8	-169.3497	110.74273	555.8647	250.02902	-18.496129	285.84216	52.563	-139.6519	261.93986	189.184516	-95.114	-108.8814	-161.84632	-175.6192	362.44351	-141.6706
967_580Y_3_9	-215.627	56.16197	487.7248	248.45177	-64.120329	213.31116	-92.7196	-173.7175	206.28839	23.758816	-114.2841	-134.8339	-229.9954	-161.7903	176.17587	-131.0361
967_580Y_4_1	5911.394	4549.189	6998.605	6039.824	10222.435	6217.893	6673.767	7356.883	7063.17	6896.072	7228.405	7230.783	3276.6331	3840.0105	3876.2274	3647.9924
967_580Y_4_2	6070.898	3860.2189	6401.764	5730.366	9890.689	5110.9637	6023.289	6691.911	6906.053	6719.759	6792.378	7284.604	3147.5094	3477.0315	3875.7977	3553.0941
967_580Y_4_3	6005.355	2840.9886	4660.5757	5202.736	8958.899	3699.51	5093.0498	5266.8603	6048.8746	6209.024	5431.9689	7137.906	2950.3242	2812.3908	3569.3926	3244.2541
967_580Y_4_4	4712.6256	1917.6188	3467.0883	4103.7041	6724.5728	2437.5829	3901.9384	3497.67687	4530.7429	5179.7786	3706.62122	6811.769	2429.6624	1980.7215	3042.406	2473.3891
967_580Y_4_5	3136.8132	1166.71697	2217.4836	2820.27805	4149.5268	1432.6295	2522.6618	1734.50667	2836.1179	3641.0837	1958.43802	4926.8252	1582.62328	1100.0737	2251.0683	1543.988
967_580Y_4_6	1453.9109	607.96153	1169.437	1534.76052	1770.504071	747.16892	1296.004	415.28787	1234.64803	2083.2225	468.07572	3009.3086	798.88858	377.796	1387.4233	660.4311
967_580Y_4_7	-30.8871	297.32993	752.9893	611.19512	103.126671	462.97006	458.6596	-94.05933	437.96416	850.424116	-38.33168	1282.5516	104.11908	-55.0376	772.28391	-14.7702
967_580Y_4_8	-241.3474	125.09214	642.1951	341.33572	-78.909329	349.44776	13.6308	-201.9747	328.92139	175.954916	-135.0033	-156.0467	-233.55922	-218.9735	357.87317	-177.9064
967_580Y_5_1	7527.665	5166.4979	8244.07	7374.538	12608.184	6974.0787	7880.534	8626.078	8720.99	8485.739	8683.923	9101.416	3987.8235	4496.1755	4859.7366	4480.9022
967_580Y_5_2	7478.698	4154.1096	7022.1877	6761.88	11547.633	5474.143	6826.7368	7139.8873	7785.6936	7957.74	7259.2349	8970.576	3756.5407	3857.5418	4551.8191	4184.1422
967_580Y_5_3	6143.8176	3027.5758	4857.7003	5563.9021	9080.5218	3876.6379	5499.1464	5312.45287	6224.8989	6870.2636	5488.75122	8529.339	3216.2896	2932.9724	3979.233	3371.1545
967_580Y_5_4	4686.9052	1986.54897	3621.5586	4196.58805	6709.7838	2573.7195	4008.2888	3469.41967	4653.3759	5331.9747	3685.90202	6790.5562	2426.09858	1923.5383	3224.1033	2426.5188
967_580Y_5_5	3070.1819	1225.27043	2414.902	2869.47452	4156.253071	1503.35462	2502.771	1684.48287	2892.46803	3672.8895	1923.59372	4879.9416	1510.07898	1033.961	2370.9325	1493.3409
967_580Y_5_6	1376.9129	591.22063	1373.413	1642.70912	1760.070671	826.14936	1262.1074	353.91697	1317.60476	2088.405116	428.52522	2968.5236	713.15038	325.4727	1448.30531	616.2779
967_580Y_5_7	-102.8848	311.67934	839.3197	702.50182	42.713471	526.57566	419.7274	-156.38213	504.94569	837.194516	-78.22098	1235.3863	32.40618	-98.3919	767.71357	-51.006
967_580Y_6_1	8935.465	5460.3886	8864.4937	8406.052	14265.128	7337.258	8683.9818	9074.0543	9600.6306	9723.72	9150.7799	10787.388	4596.8548	4876.6858	5535.758	5111.9503
967_580Y_6_2	7617.1606	4340.6968	7219.3123	7123.0461	11669.2558	5651.2709	7232.8334	7185.47987	7961.7179	8618.9796	7316.01722	10362.009	4022.5061	3978.1234	4961.6595	4311.0426
967_580Y_6_3	6118.0972	3096.50597	5012.1706	5656.78605	9065.7328	4012.7745	5605.4968	5284.19567	6347.5319	7022.4597	5468.03202	8508.1262	3212.72578	2875.7892	4160.9303	3324.2842
967_580Y_6_4	4620.2739	2045.10243	3818.977	4245.78452	6716.510071	2644.44462	3988.398	3419.39587	4709.72603	5363.7805	3651.05772	6743.6726	2353.55428	1857.4256	3343.9675	2375.8717
967_580Y_6_5	2993.1839	1208.52953	2618.878	2977.42312	4145.819671	1582.33506	2468.8744	1623.11197	2975.42476	3678.072116	1884.04322	4839.1566	1424.34078	981.6377	2431.81451	1449.1877
967_580Y_6_6	1304.9152	605.57004	1459.7434	1734.01582	1699.657471	889.75496	1223.1752	291.59417	1384.58629	2075.175516	388.63592	2921.3583	641.43748	282.1184	1443.73497	580.0421
967_580Y_7_1	9073.9276	5646.9758	9061.6183	8767.2181	14386.7508	7514.3859	9090.0784	9119.64687	9776.6549	10384.9596	9207.56222	12178.821	4862.8202	4997.2674	5945.5984	5238.8507
967_580Y_7_2	7591.4402	4409.62697	7373.7826	7215.93005	11654.4668	5787.4075	7339.1838	7157.22267	8084.3509	8771.1757	7295.29802	10340.7962	4018.94228	3920.9402	5143.3568	4264.1723
967_580Y_7_3	6051.4659	3155.05943	5209.589	5705.98252	9072.459071	4083.49962	5585.606	5234.17187	6403.88203	7054.2655	5433.18772	8461.2426	3140.18148	2809.6765	4280.7945	3273.6371
967_580Y_7_4	4543.2759	2028.36153	4022.953	4353.73312	6706.076671	2723.42506	3954.5014	3358.02497	4792.68276	5368.963116	3611.50722	6702.8876	2267.81608	1805.1023	3404.84951	2331.7185
967_580Y_7_5	2921.1862	1222.87894	2705.2084	3068.72982	4085.406471	1645.94066	2429.9422	1560.78917	3042.40629	3664.842516	1844.15392	4791.9913	1352.62788	938.2834	2427.24417	1412.9519
967_580Y_8_1	9048.2072	5715.90597	9216.0886	8860.10205	14371.9618	7650.5225	9196.4288	9091.38967	9899.2879	10537.1557	9186.84302	12157.6082	4859.25638	4940.0842	6127.2957	5191.9804
967_580Y_8_2	7524.8089	4468.18043	7571.201	7265.12652	11661.19307	5858.13262	7319.293	7107.19887	8140.70103	8802.9815	7260.45372	10293.9126	3946.39798	3854.8275	5263.221	4213.5252
967_580Y_8_3	5974.4679	3138.31853	5413.565	5813.93112	9062.025671	4162.48006	5551.7094	5172.80097	6486.83876	7059.448116	5393.63722	8420.4576	3054.44328	2757.3532	4341.67651	3229.4839
967_580Y_8_4	4471.2782	2042.71094	4109.2834	4445.03982	6645.663471	2787.03066	3915.5692	3295.70217	4859.66429	5355.733516	3571.61792	6655.7223	2196.10318	1761.748	3400.27917	2295.4827
967_580Y_9_1	8981.5759	5774.45943	9413.507	8909.29852	14378.68807	7721.24762	9176.538	9041.36587	9955.63803	10568.9615	9151.99872	12110.7246	4786.71208	4873.9715	6247.1599	5141.3333
967_580Y_9_2	7447.8109	4451.43953	7775.177	7373.07512	11650.75967	5937.11306	7285.3964	7045.82797	8223.65776	8808.164116	7220.90322	10253.1276	3860.65978	3802.5042	5324.10301	4169.372
967_580Y_9_3	5902.4702	3152.66794	5499.8954	5905.23782	9001.612471	4226.08566	5512.7772	5110.47817	6553.82029	7046.218516	5353.74792	8373.2923	2982.73038	2713.9989	4337.10617	3193.2481
967_580Y_10_1	8904.5779	5757.71853	9617.483	9017.24712	14368.25467	7800.22806	9142.6414	8979.99497	10038.59476	10574.14412	9112.44822	12069.9396	4700.97388	4821.6482	6308.04191	5097.1801
967_580Y_10_2	7375.8132	4465.78894	7861.5074	7464.38182	11590.34647	6000.71866	7246.4642	6983.50517	8290.63929	8794.934516	7181.01392	10205.9623	3788.94688	3759.1499	5319.53267	4133.1362
967_580Y_11_1	8832.5802	5772.06794	9703.8134	9108.55382	14307.84147	7863.83366	9103.7092	8917.67217	10105.57629	10560.91452	9072.55892	12022.7743	4629.26098	4778.2939	6303.47157	5060.9443
967_539T_1_1	1347.691	1336.024	2116.034	2047.653	3555.129	2031.156	2065.646	1819.675	2018.015	2094.073	2101.911	2172.268	1058.226	1027.889	1143.031	1029.57
967_539T_1_2	1290.773	1368.796	2052.496	1821.721	3594.106	1931.377	2038.868	1967.761	2045.63	2083.009	2020.65	2136.843	1130.454	1008.991	1119.227	1030.889
967_539T_1_3	1254.121	1093.158	1875.687	1731.613	3390.727	1618.059	1832.034	1718.911	1838.462	2013.371	1923.506	2002.403	1037.752	894.5376	950.5518	929.4764
967_539T_1_4	1443.27	760.3273	1703.23	1753.719	3344.596	1317.351	1762.308	1535.065	1911.563	1927.357	2005.127	2031.333	1071.442	797.0313	1229.564	987.9047
967_539T_1_5	1469.25	496.3955	1705.079	1584.888	3296.301	912.7034	1585.542	1059.359	1941.588	1810.138	1771.489	1979.551	964.8625	612.4803	1101.482	898.6063
967_539T_1_6	1168.759	401.0437	1261.323	1106.97	2792.156	503.6572	1253.08	361.6871	1203.047	1616.572	852.5735	1959.88	729.5216	339.5346	875.531	648.755
967_539T_1_7	131.6146	79.28822	684.7489	277.7937	450.2667	232.6933	742.8386	37.07298	281.6612	1059.384	101.2074	1698.577	114.9368	153.422	484.5117	142.1386
967_539T_1_8	-0.00961	71.97673	422.1666	178.1125	49.04152	149.5698	245.2073	-65.2542	99.89078	320.2339	-4.01725	460.9817	26.17772	-17.368	312.5511	32.82429
967_539T_1_9	-32.7156	-66.2574	277.0608	56.37779	25.02476	97.58944	87.76367	-86.8499	79.05746	99.22184	-23.0644	-44.0391	2.607332	-35.4741	173.9852	2.55257
967_539T_1_10	-48.1494	-142.017	214.052	33.82169	20.55443	137.2667	39.74749	-82.697	90.22248	25.01962	-18.1559	-46.7684	11.38233	-26.1788	177.1398	7.341979
967_539T_1_11	-57.3531	-131.082	158.173	-21.1297	27.79843	99.71311	26.7477	-34.3517	88.73449	18.62792	-22.4473	-48.2034	19.39932	-10.2352	136.2033	-15.9336
967_539T_2__1	2638.464	2704.82	4168.53	3869.374	7149.235	3962.533	4104.514	3787.436	4063.645	4177.082	4122.561	4309.111	2188.68	2036.88	2262.258	2060.459
967_539T_2__2	2544.894	2461.954	3928.183	3553.334	6984.833	3549.436	3870.902	3686.672	3884.092	4096.38	3944.156	4139.246	2168.206	1903.5286	2069.7788	1960.3654
967_539T_2__3	2697.391	1853.4853	3578.917	3485.332	6735.323	2935.41	3594.342	3253.976	3750.025	3940.728	3928.633	4033.736	2109.194	1691.5689	2180.1158	1917.3811
967_539T_2__4	2912.52	1256.7228	3408.309	3338.607	6640.897	2230.0544	3347.85	2594.424	3853.151	3737.495	3776.616	4010.884	2036.3045	1409.5116	2331.046	1886.511
967_539T_2__5	2638.009	897.4392	2966.402	2691.858	6088.457	1416.3606	2838.622	1421.0461	3144.635	3426.71	2624.0625	3939.431	1694.3841	952.0149	1977.013	1547.3613
967_539T_2__6	1300.3736	480.33192	1946.0719	1384.7637	3242.4227	736.3505	1995.9186	398.76008	1484.7082	2675.956	953.7809	3658.457	844.4584	492.9566	1360.0427	790.8936
